name,year,importance,community,court
"A. (L.L.) v. B. (A.)",1995,0.0122098789049153,816,scc
"Federated Anti-Poverty Groups of BC v. Vancouver (City)",2002,0.0121730749653299,226,bcsc
"CanadianOxy Chemicals Ltd. v. Canada (Attorney General)",1999,0.012173055482443,638,scc
"Morin v. Regional Administration Unit #3 (P.E.I.)",2002,0.0121633591728557,226,pescad
"Canada (Deputy Minister of National Revenue) v. Mattel Canada Inc.",2001,0.012162033023606,1144,scc
"R. v. Handy",2002,0.0121605741115291,411,scc
"R. v. Craig",2016,0.012154132447299,638,bcca
"R. v. Harris",2007,0.0121457963433804,638,onca
"Najafi v. Canada (Public Safety and Emergency Preparedness)",2013,0.0121396639689005,1144,fct
"Risseeuw v Saskatchewan College of Psychologists",2017,0.0121313984892963,1144,skqb
"Canadian Pacific Railway Company v. Canada (Attorney General)",2018,0.012124255408919,1144,fca
"R. v. Chaplin",1995,0.0121170549490552,816,scc
"Histed v. Law Society of Manitoba",2007,0.0120970960220005,226,mbca
"R. v. Hamilton",2004,0.0120943146562641,666,onca
"R. v. Mohla",2012,0.0120897972056335,666,onsc
"R v Arnault",2019,0.0120754965907019,638,skca
"Re Residential Tenancies Act",1981,0.0120633719394561,226,scc
"United States of America v. Dynar",1997,0.0120554176101765,760,scc
"R v Chang",2017,0.0120388053929591,638,abqb
"Canadian Broadcasting Corp. v. Canada (Attorney General)",2011,0.0120331527273304,226,scc
"R. v. Derose",2002,0.0120228102936656,816,abpc
"Ontario (Attorney General) v. Langer",1995,0.0120088340278252,226,onsc
"Trinity Western University v. Law Society of Upper Canada",2018,0.0120027948752289,226,scc
"Cooper v. Hobart",2001,0.0120025054255663,99,scc
"R. v. Bjelland",2009,0.0119954905459854,816,scc
"R. v. Patrick",2007,0.0119918472242856,638,abca
"Elson v. Canada (Attorney General)",2017,0.0119855933386373,1144,fct
"Trinity Western University v. British Columbia College of Teachers",1998,0.0119705146811865,226,bcca
"R. v. Reddy",2010,0.0119675834465922,638,bcca
"Falkiner v. Ontario Ministry of Community and Social Services",1996,0.011962679398091,226,onscdc
"Alberta (Child, Youth and Family Enhancement Act, Director) v. A.S.",2006,0.0119622445370773,411,abqb
"A.G. Can. v. Law Society of B.C.",1982,0.011962167793496,226,scc
"R. v. Stevens",1993,0.0119582945401808,226,mbpc
"Masse v. Ontario (Minister of Community and Social Services)",1996,0.0119562333133702,226,onscdc
"R. v. Backhouse",2005,0.0119545366224544,638,onca
"Provincial Dental Board of Nova Scotia v. Dr. Clive Creager",2005,0.0119260806238405,1144,nsca
"R. v. Saeed",2016,0.0118992227769729,638,scc
"R. v. MacDougall",1998,0.0118989066633342,816,scc
"McKinney v. University of Guelph",1987,0.0118965826108119,226,onca
"R. v. Ewanchuk",1999,0.0118822669474645,411,scc
"R. v. Sanchez",1994,0.0118757756483901,638,onsc
"Bennett v. British Columbia (Securities Commission)",1991,0.0118753574849313,226,bcsc
"R. v. Caron",2011,0.0118592110539199,638,bcca
"R. v. Lavallee",1990,0.0118556189720933,411,scc
"R. v. Mahmood",2008,0.0118473654280352,638,onsc
"Cameron v. Nova Scotia (Attorney General)",1999,0.0118377731454799,226,nsca
"Meyers v. R.",2008,0.0118360794308218,638,nlca
"AB v Alberta (Persons with Developmental Disabilities Central Region)",2018,0.0118204255727572,1144,abqb
"Greenpeace Canada v. Canada (Attorney General)",2014,0.011819898318465,1144,fct
"Pridgen v. University of Calgary",2010,0.0118115984731782,226,abqb
"Canada (Attorney General) v. Canadian Human Rights Commission",2013,0.0118100809002216,1144,fca
"R. v. Leipert",1997,0.0118088652256755,816,scc
"R. v. X.Y.Z.",2011,0.0118067384571568,638,abqb
"Peter v. Canada (Public Safety and Emergency Preparedness)",2014,0.0117973103162411,1144,fct
"Newton v. Criminal Trial Lawyers’ Association",2010,0.0117956387624124,1144,abca
"Reference re Validity of Section 5 (a) Dairy Industry Act",1948,0.0117944389450835,1131,scc
"R. v. Squires",1992,0.0117686093848199,226,onca
"Edmonton (City) v. Alberta (Information and Privacy Commissioner)",2015,0.0117645677743908,1144,abqb
"R. v. Carvery",2012,0.011763621058646,666,nsca
"R. v. Glad Day Bookshops Inc.",2004,0.01174447833873,226,onsc
"Vavilov v. Canada (Citizenship and Immigration)",2017,0.0117259244976159,1144,fca
"Schreiber v. Canada (Attorney General)",1997,0.0117218998302889,638,fca
"Wilson v. The Queen",1983,0.0117131303604773,638,scc
"Unrau v National Dental Examining Board",2019,0.0116828537495313,664,abqb
"Ontario (Attorney General) v. Chatterjee",2005,0.0116788558541868,226,onsc
"R. v McKenzie",2016,0.0116679192734361,638,onsc
"British Columbia Native Women's Society v. Canada",2001,0.0116665580604901,226,fct
"R. v. Loewen",2010,0.0116626010092927,638,abca
"Re Blainey and Ontario Hockey Association",1986,0.0116568681107857,226,onca
"R. v. Creighton",1993,0.0116555444580371,411,scc
"Monsanto Canada Inc. v. Ontario (Superintendent of Financial Services)",2004,0.0116510163814379,1144,scc
"Descôteaux et al. v. Mierzwinski",1982,0.0116478118519127,816,scc
"R v Pazder",2015,0.0116378034727675,638,abqb
"R. v. Bain",1992,0.0116268214841807,411,scc
"Iwa v. Consolidated-Bathurst Packaging Ltd.",1990,0.011623536454654,1144,scc
"R. v. Greaves",2004,0.0116104964323259,638,bcca
"R. v. Schmidt",2010,0.0116069072664343,638,abqb
"Quebec (Attorney General) v. Laroche",2002,0.0116055245125135,638,scc
"Reference re Assisted Human Reproduction Act",2010,0.0116045417325494,226,scc
"R. v. Dixon",1998,0.0116040301754503,816,scc
"Canada (Citizenship and Immigration) v. Kandola",2014,0.0115977843461119,1144,fca
"Schmidt v. The Queen",1987,0.0115946621262053,760,scc
"Dixon v. British Columbia (Attorney General)",1989,0.0115883512191743,226,bcsc
"R. v. Hart",2014,0.0115878218386689,411,scc
"Fraser v. P.S.S.R.B.",1985,0.0115871472917535,226,scc
"R. v. Le",2018,0.0115802998486663,638,onca
"Hogan v. Newfoundland (Attorney General)",2000,0.0115700532399149,226,nlca
"R. v. Schrenk (C.A.)",2010,0.0115657755987943,638,mbca
"Schwartz v. Canada",1996,0.0115588748937867,9,scc
"Deacon v. Canada (Attorney General)",2006,0.0115563332112301,226,fca
"Guerin v. The Queen",1984,0.0115502300041179,183,scc
"College of Midwives of British Columbia v. MaryMoon",2020,0.0115388164110789,226,bcca
"Thorson v. Attorney General of Canada",1974,0.0115387738402114,226,scc
"Longley v. Canada (Attorney General)",2007,0.0115289807796323,226,onca
"British Columbia Ferry and Marine Workers’ Union v. British Columbia Ferry Services Inc.",2013,0.011528531992077,1144,bcca
"Canadian Association of Refugee Lawyers v. Canada (Immigration, Refugees and Citizenship)",2020,0.011504554973167,1144,fca
"Pratten v. British Columbia (Attorney General)",2011,0.0115029665380486,226,bcsc
"R. v. Murrins",2002,0.0114887260145039,226,nsca
"R. v. Lewis",1998,0.0114879384261249,638,onca
"Adler v. Ontario (Minister of Education)",1994,0.0114835293195657,226,onca
"D.W.H. v. D.J.R.",2011,0.0114829752611082,226,abqb
"Forest Ethics Advocacy Association v. Canada (National Energy Board)",2014,0.0114776569791839,1144,fca
"R. v. Bradley",1999,0.0114768189933224,638,bcsc
"Wenham v. Canada (Attorney General)",2018,0.0114743805094238,1144,fca
"Cunningham v. Alberta (Aboriginal Affairs and Northern Development)",2009,0.0114677628963252,226,abca
"Green v. Law Society of Manitoba",2017,0.0114593355148161,1144,scc
"R. v. Brown",2006,0.0114528771467268,638,abca
"Canada Revenue Agency v. Telfer",2009,0.0114354286951677,1144,fca
"Canada v. Long Plain First Nation",2015,0.011433627786111,183,fca
"Cartaway Resources Corp. (Re)",2004,0.0114061884905349,1144,scc
"Eccles v. Bourque et al.",1974,0.0114041149556102,638,scc
"Andrews v. Grand & Toy Alberta Ltd.",1978,0.0113952240992661,9,scc
"All Trans Financial Services Credit Union Limited v. Financial Institutions Commission",2018,0.0113948264586225,1144,bcca
"Whatcott v. Saskatchewan Association of Licensed Practical Nurses",2008,0.0113915262647699,226,skca
"R. v. Find",2001,0.0113821845122286,411,scc
"Canada (Attorney General) v. Boogaard",2015,0.0113787860928944,1144,fca
"Morton v. Canada (Fisheries and Oceans)",2019,0.0113693070399121,1144,fct
"HMTQ v. R.E.M.",2004,0.0113662352760203,816,bcsc
"Ruby v. Canada (Solicitor General)",2000,0.0113565671629871,1144,fca
"R. v. Spindloe",2001,0.0113404152344291,638,skca
"Perka v. The Queen",1984,0.0113369014817089,411,scc
"M.D.R. v. Ontario (Deputy Registrar General)",2006,0.0113240304221955,226,onsc
"Whiten v. Pilot Insurance Co.",2002,0.0113195828854636,99,scc
"France v. Diab",2014,0.0113104520591393,760,onca
"R. v. Campbell",2003,0.0113072006110671,638,mbca
"R. v. Appulonappa",2015,0.0113023182256523,226,scc
"R. v. Kopyto",1987,0.0112900669932349,226,onca
"Paul v. British Columbia (Forest Appeals Commission)",2003,0.011287260093543,183,scc
"Ogiamien v Ontario",2016,0.0112849763754529,226,onsc
"R. v. Poulin",2019,0.011283160175634,226,scc
"R. v. Luxton",1990,0.0112825827875114,666,scc
"R. v. Carrier",1996,0.0112753297341221,638,abca
"British Columbia v. Imperial Tobacco Canada Ltd.",2005,0.0112752324447651,226,scc
"R. v. R.M.J.T.",2014,0.0112744513336201,638,mbca
"Toussaint v. Canada (Minister of Citizenship and Immigration)",2009,0.0112737660975899,226,fct
"Sam Lévy & Associés Inc. v. Mayrand",2005,0.0112663046158863,1144,fct
"Regina v. Klimchuk",1991,0.0112621411760441,638,bcca
"R. v. Darrach",2000,0.0112605471071565,411,scc
"Hodgkinson v. Simms",1994,0.0112569817337777,99,scc
"R. v. Hosie",1996,0.0112566236969028,638,onca
"Trinity Western University v The Law Society of Upper Canada",2015,0.0112501293512555,226,onscdc
"R. v. Farrah (D.)",2011,0.011249163435785,638,mbca
"R. v. Ruzic",2001,0.0112425160663658,411,scc
"Wilson v. Atomic Energy of Canada Limited",2015,0.011239981966363,1144,fca
"IMS Health Canada, Limited v. Alberta (Information and Privacy Commissioner)",2008,0.0112378496439192,1144,abqb
"Ngo v. The Queen",2003,0.0112287747382467,638,abca
"Hillier v. Canada (Attorney General)",2019,0.0112213214639383,1144,fca
"R. v. Squires",1992,0.0112095275363835,226,onca
"Canada (Citizenship and Immigration) v. Huruglica",2016,0.0112089126814857,1144,fca
"Canadian Broadcasting Corp. v. Lessard",1991,0.0112057642689573,638,scc
"R v Moyles",2019,0.011201046172464,638,skca
"Corporation of the Canadian Civil Liberties Association v. Her Majesty the Queen",2017,0.011185246521865,226,onsc
"Shawnigan Residents Association v. British Columbia (Director, Environmental Management Act)",2017,0.0111779310442754,1144,bcsc
"R. v. Ahmad",2009,0.0111672841084005,226,onsc
"R. v. Calderon",2004,0.0111488918805967,638,onca
"R. v. Werhun",1990,0.0111449575354726,226,mbqb
"R. v. Buyco",2010,0.0111239216236443,638,abpc
"P. (D.) v. S. (C.)",1993,0.0111233611460359,9,scc
"R v Giesbrecht",2019,0.0111216897619507,411,mbca
"M. (A.) v. Ryan",1997,0.0111079719811965,816,scc
"Canada (Attorney General) v. Downtown Eastside Sex Workers United Against Violence Society",2012,0.0111043343794915,226,scc
"Canada (Attorney General) v. Johnstone",2014,0.0111018119887613,226,fca
"R v Hills",2020,0.0110967984629085,666,abca
"Snell v. Farrell",1990,0.0110967276588511,9,scc
"United Brotherhood of Carpenters and Joiners of America, Local 1985 v. Graham Construction and Engineering Ltd.",2008,0.011092772928559,1144,skca
"O'Reilly c. R.",2017,0.0110904113208617,638,qcca
"Ottenbreit v Paul",2015,0.0110815301128154,1144,skqb
"R. v. Martens",2004,0.0110777889821487,638,bcsc
"United Food and Commercial Workers v. Kmart Canada Ltd.",1995,0.0110768097235147,226,bcsc
"Black v. R",2010,0.0110696941484084,638,nbca
"R. v. Tran",2008,0.0110655924814019,638,abqb
"R. v. Fiddler",1994,0.0110633614441584,411,onsc
"R v Hajar",2016,0.0110529144956521,666,abca
"Kempling v. The British Columbia College of Teachers",2004,0.01105097610909,226,bcsc
"Kazemi Estate v. Islamic Republic of Iran",2014,0.0110453102077726,226,scc
"Nolan v. Kerry (Canada) Inc.",2009,0.0110336600615874,1144,scc
"R. v. Mernagh",2011,0.0110324284122672,226,onsc
"R. v. Khawaja",2012,0.0110293411401479,226,scc
"Sussman v. College of Alberta Psychologists",2010,0.0110236169833493,1144,abca
"R. v. Shalala",2000,0.0110222061135539,638,nbca
"Tao v. Canada (Canada Border Services Agency)",2014,0.0110219849343726,1144,cart
"Federation of Law Societies of Canada v. Canada (Attorney General)",2013,0.0110096953013613,226,bcca
"R. v. Paterson",2017,0.0109914993764426,638,scc
"Jean Pierre v. Canada (Citizenship and Immigration)",2015,0.0109905819408543,1144,fct
"R. v. MacKenzie",2004,0.0109899160978225,226,nsca
"Siemens v. Manitoba (Attorney General)",2003,0.0109860962334078,226,scc
"Paradis Honey Ltd. v. Canada",2015,0.0109843485559361,99,fca
"R. v. Wagner",2015,0.0109770396448742,226,oncj
"Conseil scolaire francophone de la Colombie‑Britannique v. British Columbia",2020,0.010974205185715,226,scc
"R. v. Boussoulas",2014,0.0109729584390524,638,onsc
"Committee for Monetary and Economic Reform (“COMER”) v. Canada",2016,0.0109713797545977,226,fct
"R. v. Krall",2003,0.0109642323789508,638,abpc
"New Brunswick Human Rights Commission v. Province of New Brunswick (Department of Social Development)",2010,0.0109633059559845,1144,nbca
"United States of America v. Kwok",2001,0.0109628357822136,760,scc
"McKitty v. Hayani",2019,0.0109362471578698,226,onca
"R. v. Fitzpatrick",1995,0.0109329117376835,638,scc
"Trinity Western University v. The Law Society of British Columbia",2015,0.010929845802981,1144,bcsc
"Little Sisters Book and Art Emporium v. Canada (Minister of Justice)",1998,0.0109264669445428,226,bcca
"R. v. Chang",2003,0.0109256273824469,638,abca
"Nelles v. Ontario",1989,0.0109243676006857,99,scc
"Rio Tinto Alcan Inc. v. Carrier Sekani Tribal Council",2010,0.0109226453529829,183,scc
"Schachter v. Canada (C.A.)",1990,0.0109069336881997,226,fca
"Vancouver (City) v. Ward",2010,0.0109050349257351,99,scc
"The Health Services and Support - Facilities Subsector Bargaining Assn. v. British Columbia",2003,0.0108911999764927,226,bcsc
"R. v. Cross",2006,0.0108909799055523,226,nsca
"Reference re French Language Rights of Accused in Saskatchewan Criminal Proceedings",1987,0.0108880209505618,226,skca
"Falkiner v. Ontario (Director, Income Maintenance Branch, Ministry of Community and Social Services)",2000,0.0108675713063829,226,onscdc
"Hutterian Brethren of Wilson Colony v. Alberta",2007,0.0108665094177291,226,abca
"Van Vlymen v. Canada (Solicitor General)",2004,0.0108616186930839,226,fct
"McCormick v. Greater Sudbury Police Service",2010,0.0108581733616609,1144,onscdc
"Oceanex Inc. v. Canada (Transport)",2018,0.0108520352095028,1144,fct
"Adamson v. Air Canada",2014,0.0108507233835723,226,fct
"R. v. Jarvis",1997,0.0108454533464104,638,abpc
"R. v. Chen",2007,0.0108367986416616,638,oncj
"Dow c. R.",2010,0.0108355414972495,226,qccs
"R. v. Quach",2014,0.0108328950670558,638,abpc
"R. v. Hale-Matthews",2002,0.0108317294461125,638,abpc
"R. v. Aucoin",2011,0.0108235026345152,638,nsca
"RJR-MacDonald Inc. v. Canada (Attorney General)",1991,0.0108226142141523,226,qccs
